model,dataset,language,question_idx,question,answer_gt,prediction,sample0_for_se,correct,f1_squad,se_entropy,n_clusters,M,temperature,se_time_s,gen_time_s,latency_s,throughput_tokens_per_sec
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,10,In which decade did stereo records first go on sale?,1930s,"In the 1950s, stereo records first went on sale.",The first decade in which stereo records went on sale was the 1950s.,0,0.0,-0.0,1,10,0.5,0.131,120.593,120.72378331947327,1.85
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,11,In what year's Olympics were electric timing devices and a public-address system used for the first ,"in 1912, in stockholm","The first time electric timing devices and a public-address system were used in the Olympics was in the 1900 Summer Olympics in Paris,",The first time electric timing devices and a public-address system were used for the Olympics was in the 1928 Summer Olympics held in Amsterdam,0,0.1739,-0.0,1,10,0.5,0.12,153.457,153.57677863311767,1.92
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,12,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,"The highest mountain in Africa is Mount Kilimanjaro, located in Tanzania. It has an elevation of 5,895",The highest mountain in Africa is Mount Kilimanjaro in Tanzania.,1,0.5714,-0.0,1,10,0.5,0.093,120.56,120.65334349632263,1.97
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,13,The flag of Libya is a plain rectangle of which color?,green,The flag of Libya is a plain rectangle of which color is white.,The flag of Libya is a plain rectangle of which color is green.,0,0.2222,0.500402,2,10,0.5,0.113,103.81,103.92317110061646,1.86
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,14,Of which African country is Niamey the capital?,niger,"Niamey is the capital of Niger, not of any African country.","Niamey is the capital of Niger, not of any African country.",1,0.3333,-0.0,1,10,0.5,0.112,94.222,94.33408128929138,1.78
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,15,Who was the director of the CIA from 1976-81?,george bush,The director of the Central Intelligence Agency (CIA) from 1976-81 was William Colby.,The director of the Central Intelligence Agency (CIA) from 1976-81 was William Colby.,0,0.0,-0.0,1,10,0.5,0.092,130.758,130.85025177764894,2.11
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,16,Which musical featured the song The Street Where You Live?,my fair lady,"The musical My Fair Lady, which premiered in London in 1956 and was later adapted into a film in 1964","Yes, I can help you with that! The musical that features the song ""The Street Where You Live"" is ""My Fair Lady.""",1,0.3636,1.279854,4,10,0.5,0.117,131.681,131.79771686172487,2.22
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,17,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",hitler,"The target of the failed """"Bomb Plot"""" of 1944 was the German embassy in London.","The failed """"Bomb Plot"""" of 1944 targeted the German high command, specifically Adolf Hitler and his inner circle.",0,0.1333,1.418484,5,10,0.5,0.111,141.436,141.5467702255249,2.02
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,18,Who had an 80s No 1 hit with Hold On To The Nights?,richard marx,The band Kool & The Gang had an 80s No 1 hit with Hold On To The Nights.,"Yes, Hold On To The Nights by Bananarama was an 80s No 1 hit.",0,0.0,1.973001,8,10,0.5,0.148,116.874,117.02191750907897,1.95
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,19,Who directed the classic 30s western Stagecoach?,john ford,The classic 30s western Stagecoach was directed by John Ford.,The classic 30s western Stagecoach was directed by John Ford.,1,0.3636,-0.0,1,10,0.5,0.277,122.021,122.29752359008789,1.64
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,20,Dave Gilmore and Roger Waters were in which rock group?,pink floyd,Dave Gilmore and Roger Waters were in the rock group Pink Floyd.,Dave Gilmore and Roger Waters were in the rock group Pink Floyd.,1,0.3077,-0.0,1,10,0.5,0.09,100.201,100.29141213989257,2.14
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,21,Which highway was Revisited in a classic 60s album by Bob Dylan?,61,"The highway mentioned in the given text is not specified in the given context. The question does not require a specific answer, and the given text does not",The highway mentioned in the given text is not a specific highway but a generic term referring to a road or path. The answer is not clear from the,0,0.0,1.220607,4,10,0.5,0.172,124.398,124.57039451408386,2.26
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,22,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,rumania,The only eastern bloc country to participate in the 1984 LA Olympics was Czechoslovakia.,The only eastern bloc country to participate in the 1984 Los Angeles Olympics was the Soviet Union.,0,0.1429,0.325083,2,10,0.5,0.094,125.973,126.06671185302734,1.91
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,23,Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,wild palms,"The 90s sci-fi series ""The X-Files"" was based on Bruce Wagner's comic strip of the same name.","The 90s sci-fi series ""Ghostworld"" with James Belushi was based on Bruce Wagner's comic strip of",0,0.0,1.497866,6,10,0.5,0.18,157.435,157.61537343025208,1.91
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,24,If I Were A Rich Man Was a big hit from which stage show?,fiddler on the roof,"If I Were A Rich Man is a play by William Shakespeare, which was first performed in 1604.","If I Were A Rich Man, which stage show?",0,0.0,1.227529,5,10,0.5,0.153,145.905,146.0582232761383,1.72
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,25,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,mutiny on the bounty,"Men Against the Sea and Pitcairn's Island are sequels to ""The Count of Monte Cristo"" by Alexandre Dumas.","Men Against the Sea and Pitcairn's Island are sequels to Joseph Conrad's novel ""Heart of Darkness.""",0,0.0,1.0889,4,10,0.5,0.166,163.443,163.60879532623292,1.84
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,26,What was Truman Capote's last name before he was adopted by his stepfather?,persons,"Truman Capote's last name before he was adopted by his stepfather was ""Capote.""",Truman Capote's last name before he was adopted by his stepfather was Capote.,0,0.0,1.227529,5,10,0.5,0.182,148.131,148.31319923973084,1.72
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,27,"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into ",a boojum,"In Lewis Carroll's poem The Hunting of the Snark, the elusive, troublesome snark turns into a ""fat","In Lewis Carroll's poem ""The Hunting of the Snark,"" the elusive, troublesome snark turns into a ""m",0,0.0,-0.0,1,10,0.5,0.177,172.13,172.307481174469,1.74
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,28,"In the Bible, who did the sun and moon stand still before?",joshua,"In the Bible, the sun and moon did not stand still before the Lord. The text does not mention that they did.","In the Bible, the sun and moon did not stand still before God. The phrase ""the sun stood still"" and ""the moon stopped its motion",0,0.1429,0.325083,2,10,0.5,0.139,151.315,151.45364970207214,1.92
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,29,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,dangerous minds,"Michelle Pfeiffer's 1993 movie ""Dangerous Liaisons"" got a boost from the Coolio song","""Gangsta's Paradise"" by Coolio was the soundtrack to the 1995 movie of the same name.",0,0.1538,0.897946,3,10,0.5,0.119,153.125,153.24429845809937,1.96
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,30,What was President Gerald Ford's middle name?,rudolph,President Gerald Ford's middle name was James.,President Gerald Ford's middle name was Edward.,0,0.0,-0.0,1,10,0.5,0.066,83.683,83.74949684906007,1.6
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,31,Art Garfunkel trained for which profession although he didn't qualify?,architect,Art Garfunkel trained as a musician but did not qualify for the professional level of his chosen profession.,Art Garfunkel trained for acting but did not qualify for a professional acting career.,0,0.0,1.359237,5,10,0.5,0.116,118.073,118.18911700057983,1.85
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,32,Who was the last inmate of Spandau jail in Berlin?,rudolf hess,"The last inmate of Spandau jail in Berlin was Andreas Baader, who was sentenced to life imprisonment in 199",The last inmate of Spandau jail in Berlin was a 25-year-old man named Michael. He was sentenced to,0,0.0,-0.0,1,10,0.5,0.166,146.519,146.68547338867188,2.05
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,33,What was Eddie Murphy's first movie?,48 hours,"Eddie Murphy's first movie was ""Trading Places"" (1983).","Eddie Murphy's first movie was ""Beverly Hills Cop"" (1984).",0,0.0,0.673012,2,10,0.5,0.088,120.698,120.7863069038391,1.96
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,34,In the 80s who wrote the novel Empire of The Sun?,j. g. ballard,The novel Empire of The Sun by Steven Spielberg was written in the 80s.,"In the 80s, the novel Empire of The Sun by Steven Spielberg was written.",0,0.0,0.639032,3,10,0.5,0.115,114.169,114.28373417282104,1.87
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,35,Kagoshima international airport is in which country?,japan,Kagoshima international airport is located in Japan.,Kagoshima international airport is located in Japan and is not in any country.,1,0.25,-0.0,1,10,0.5,0.106,90.784,90.88950379753113,1.72
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,36,In which sport could the Pacers take on the Pistons?,a: basketball,The Pacers could take on the Pistons in a basketball game.,"In which sport could the Pacers take on the Pistons?

The answer is: The Pacers would take on the Pistons",1,0.2222,0.325083,2,10,0.5,0.132,105.288,105.42011703300476,1.78
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,37,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,stars on 45 medley,"Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by ""I'm Gonna Be","Kim Carnes' nine weeks at No 1 with Bette Davis Eyes were interrupted for one week by ""Baby, Let's",0,0.0667,-0.0,1,10,0.5,0.126,149.011,149.13741882896423,2.0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,38,Where in Canada is the Lion's Gate bridge?,vancouver,"The Lion's Gate bridge is located in Vancouver, British Columbia, Canada.","The Lion's Gate bridge is located in Vancouver, British Columbia, Canada.",1,0.5714,-0.0,1,10,0.5,0.089,97.062,97.15055271339416,1.85
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,39,What was Walter Matthau's first movie?,the kentuckian,"Walter Matthau's first movie was ""The Miracle of the Bells"" (1947).","Walter Matthau's first movie was ""The Miracle of Our Lady of Fatima"" (1941).",0,0.0,1.695743,6,10,0.5,0.321,141.57,141.89074880599975,1.84
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,40,Otis Barton was a pioneer in exploring where?,underwater,Otis Barton was a pioneer in exploring the area around the Great Salt Lake in Utah.,Otis Barton was a pioneer in exploring the area around the Great Salt Lake in Utah.,0,0.0,1.643418,6,10,0.5,0.147,154.372,154.51886346054079,1.59
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,41,Where in England was actor Nigel Hawthorne born?,coventry,"Nigel Hawthorne was born in London, England.","Nigel Hawthorne was born in Birmingham, England.",0,0.2222,-0.0,1,10,0.5,0.094,86.239,86.3327523841858,1.86
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,42,"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon",a manticore,"The mythological beast that has the head of a man, the body of a lion, and the tail and feet of a dragon is","The mythological beast that has the head of a man, the body of a lion, and the tail and feet of a dragon is",0,0.0,0.639032,3,10,0.5,0.127,144.808,144.93474713134765,2.07
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,43,"In Greek mythology, who were Arges, Brontes and Steropes?",cyclopes,"Arges, Brontes, and Steropes are not mentioned in Greek mythology. These are mythological figures from other cultures or relig","In Greek mythology, Arges, Brontes, and Steropes are not real characters but rather epithets used to refer to the",0,0.0,1.609438,6,10,0.5,0.135,137.011,137.14576300239563,2.19
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,44,Which musician founded the Red Hot Peppers?,jelly roll morton,The Red Hot Peppers are a rock band formed in 1981 by the musician Anthony Kiedis.,"The Red Hot Peppers were founded by Brian Ritchie, a musician who later became known as the bassist for the Red Hot Chili",0,0.0,1.19355,4,10,0.5,0.159,140.596,140.7548215827942,2.09
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,45,Where did the Shinning Path terrorists operate?,peru,"The Shinning Path terrorists operated in the northern part of Pakistan, specifically in the tribal areas of Pakistan's Federally Administered Trib","The Shinning Path terrorists operated in various regions of Pakistan, including the Khyber Pakhtunkhwa province, Balochistan province,",0,0.0952,0.940448,4,10,0.5,0.186,137.674,137.86018488311768,1.8
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,46,How old was Jimi Hendrix when he died?,27,"Jimi Hendrix was 27 years old when he died on September 18, 1970.","Jimi Hendrix was 27 years old when he died on September 18, 1970, in London, United Kingdom",1,0.1429,-0.0,1,10,0.5,0.127,140.624,140.75118033790588,1.78
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,47,Which Brit broke the land speed record in 1990 in Thrust 2?,richard noble,The Brit who broke the land speed record in 1990 in Thrust 2 was Sir Stirling Moss.,The Brit who broke the land speed record in 1990 in Thrust 2 was Sir Peter Blake.,0,0.0,1.418484,5,10,0.5,0.132,142.357,142.48905695152283,1.72
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,48,In which state was Gene Vincent born?,virginia,"In which state was Gene Vincent born?

Answer: Kentucky","In which state was Gene Vincent born?

Answer: Kentucky",0,0.2222,1.643418,6,10,0.5,0.16,138.781,138.94091735458375,1.79
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,49,How was the European Recovery Program in the 1940s more commonly known?,marshall plan,The European Recovery Program (ERP) in the 1940s was more commonly known as the Marshall Plan. The Marshall Plan was,The European Recovery Program (ERP) in the 1940s was more commonly known as the Marshall Plan. This name was given,1,0.375,-0.0,1,10,0.5,0.148,163.313,163.46136835861205,1.84
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,50,Brandon Lee died during the making of which movie?,the crow,Brandon Lee died during the making of The Crow.,"Brandon Lee died during the making of The Crow, which was released in 1994.",1,0.25,0.500402,2,10,0.5,0.418,131.896,132.3142343482971,1.56
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,51,Who had a 70s No 1 hit with Let's Do It Again?,the staple singers,The 70s pop group Sweet had a 70s No 1 hit with Let's Do It Again.,"Sure, Let's Do It Again by Squeeze is a 70s No 1 hit.",0,0.0,1.279854,4,10,0.5,0.158,166.724,166.88239409828185,1.68
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,52,Who had a Too Legit To Quit Tour?,mc hammer,"Yes, who had a Too Legit To Quit Tour? The Too Legit To Quit Tour was a concert tour by American ra","Yes, the Too Legit To Quit Tour was a concert tour by American rapper and singer-songwriter Lil Wayne. It was a",0,0.1667,0.897946,3,10,0.5,0.217,156.967,157.18369149398805,1.91
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,53,"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",triumph and disaster,"""According to Rudyard Kipling, the two imposters to meet and treat the same day were a man named ""Billy"" and","""According to Rudyard Kipling, the ""two imposters"" to meet and treat the same day are:

1. A",0,0.1,0.940448,4,10,0.5,0.196,158.616,158.81152779197694,1.73
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,54,Who is the most successful UK solo artist in the USA?,elton john,"The most successful UK solo artist in the USA is Ed Sheeran, who has sold over 150 million records worldwide and has won",The most successful UK solo artist in the USA is Ed Sheeran. He has had three number-one albums in the US Billboard 20,0,0.0,-0.0,1,10,0.5,0.18,152.739,152.91935006523133,1.96
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,55,Which country does the airline TAAG come from?,angola,The airline TAAG comes from Brazil.,The airline TAAG comes from Brazil.,0,0.0,-0.0,1,10,0.5,0.153,96.448,96.6013875465393,1.37
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,56,Which US No 1 single came from Diana Ross's platinum album Diana?,upside down,"The US No 1 single from Diana Ross's platinum album Diana was ""I'm Coming Out.""","The US No 1 single from Diana Ross's platinum album Diana was ""Love Hangover"" in 19",0,0.1176,0.673012,2,10,0.5,0.125,158.012,158.13733164024353,1.84
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,57,River Phoenix died during the making of which movie?,dark blood,"River Phoenix died during the making of the movie ""Dead Poets Society"" in 1989.","River Phoenix died during the making of the movie ""Dead Man Walking"" in 1993.",0,0.0,0.943348,3,10,0.5,0.121,125.061,125.18159330940247,1.95
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,58,Which artist David was born in Bradford UK?,hockney,"David was born in Bradford, UK.","David was born in Bradford, UK.",0,0.25,0.940448,4,10,0.5,0.122,95.421,95.54293155288697,1.49
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,59,What is Mel Gibson's middle name?,columcille,Mel Gibson's middle name is James.,Mel Gibson's middle name is Robert.,0,0.0,-0.0,1,10,0.5,0.09,81.695,81.78481442451476,1.47
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,60,Richard Daley was mayor of which city for 21 years?,chicago,"Richard Daley was mayor of Chicago for 21 years, from 1989 to 2011.","Richard Daley was the mayor of Chicago for 21 years, from 1989 to 2011.",1,0.25,-0.0,1,10,0.5,0.125,136.513,136.6377434616089,1.71
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,61,"""In which movie did Garbo say, """"I want to be alone"""".""",grand hotel,"""In which movie did Garbo say, ""I want to be alone""?""","""In which movie did Garbo say, ""I want to be alone""?""",0,0.0,1.227529,5,10,0.5,0.152,137.153,137.30513322639464,1.58
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,62,What is Osbert Lancaster best known for producing?,cartoons,"Osbert Lancaster is best known for producing the classic children's book series ""The Chronicles of Narnia"" by C.S.","Osbert Lancaster is best known for producing the British sitcom ""Blackadder"" in the 1980s.",0,0.0,1.834372,7,10,0.5,0.205,162.816,163.02147270774842,1.8
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,63,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,virginia wade,Martina Navratilova was the defending champion when she won the Wimbledon singles title in 1984.,Martina Navratilova was the defending champion when she won the Wimbledon singles title in 1984.,0,0.0,-0.0,1,10,0.5,0.134,162.874,163.00804655456542,1.82
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,64,Who was the first US-born winner of golf's British Open?,walter hagen,The first US-born winner of golf's British Open was Ben Hogan in 1953.,The first US-born winner of golf's British Open was Arnold Palmer in 1959.,0,0.0,0.897946,3,10,0.5,0.141,146.938,147.07938984680175,1.74
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,65,In which country is the Sky Train Rail bridge?,canada,The Sky Train Rail bridge is located in Singapore.,"The Sky Train Rail bridge is located in Bangkok, Thailand.",0,0.0,1.366159,4,10,0.5,0.186,118.169,118.35522493743896,1.57
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,66,What was the Paramount Film Company originally called?,famous players film company,The Paramount Film Company was originally called the Paramount Pictures Corporation.,"The Paramount Film Company was originally called the Paramount Pictures Corporation. It was founded in 1912 by William Fox and his brother,",0,0.3077,0.325083,2,10,0.5,0.163,107.252,107.41507950019836,1.57
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,67,Who was the first person after Scott to reach the South Pole overland?,edmond hillary,"The first person after Scott to reach the South Pole overland was George Carr, who made the journey in 1912.","The first person after Scott to reach the South Pole overland was Roald Amundsen, who completed the journey on December 14,",0,0.0,2.163956,9,10,0.5,0.178,164.495,164.67262303352356,1.79
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,68,Which journalist first told the world about the My Lai massacre?,seymour hersh,"The journalist who first told the world about the My Lai massacre was Michael Herr in his book ""Dispatches.""","The journalist who first told the world about the My Lai massacre was Chris Hondros, a war photographer for the Associated Press.",0,0.1,1.497866,6,10,0.5,0.185,164.133,164.3178843097687,1.8
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,69,What is the name of Terence and Shirley Conran's dress designer son?,jasper,The name of Terence and Shirley Conran's dress designer son is Tom Conran.,The name of Terence and Shirley Conran's dress designer son is Peter Conran.,0,0.0,-0.0,1,10,0.5,0.12,131.477,131.59690141868592,1.69
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,70,Which drink did The Spice Girls promote?,pepsi,"The Spice Girls promoted a drink called ""Ginger Spice"" in their music video for the song ""Wannabe.""","The Spice Girls promoted the drink called ""Spice"" during their 1996 world tour, which was their first and only world tour",0,0.125,1.643418,6,10,0.5,0.165,143.639,143.80439025306703,1.87
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,71,Who was the youngest brother in the Beach Boys?,carl wilson,"The youngest brother in the Beach Boys was Brian Wilson, who was born on January 31, 1942.","The youngest brother in the Beach Boys is Dennis Wilson, who was born on February 10, 1944.",0,0.1176,0.500402,2,10,0.5,0.121,151.101,151.22223823165893,1.9
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,72,Who first hosted Family Feud?,richard dawson,"The first host of Family Feud was Dick Clark, who hosted the game show from 1976 to 1981.","The first host of Family Feud was Richard Dawson, who hosted the game show from 1976 to 1980.",0,0.1111,-0.0,1,10,0.5,0.158,155.4,155.55830111503602,1.92
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,73,What did the Lone Ranger's title Kemo Sabe mean in Apache?,white shirt,"The Lone Ranger's title Kemo Sabe in Apache means ""the one who speaks."" It is a common phrase used by Apache","In Apache, the Lone Ranger's title ""Kemo Sabe"" is a term of endearment used to address a loved one",0,0.0,0.500402,2,10,0.5,0.143,163.737,163.8801393623352,1.83
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,74,Who or what was Gentle Ben in the 60s TV series?,bear cub,"Gentle Ben was a fictional character created by author and illustrator Robert McCloskey for his children's book series ""The Make Bel",Gentle Ben was a fictional dog in the 60s TV series of the same name. The show featured the adventures of Ben,0,0.0,1.227529,5,10,0.5,0.768,4233.572,4234.339933368683,0.07
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,75,Which 70s show was based on the British show Till Death Us Do Part?,all in the family,"The 70s show ""Till Death Us Do Part"" was not based on the British show ""Till Death Us Do Part."" The",The 70s British show Till Death Us Do Part was not based on any specific show. The 70s American show Till Death Do,0,0.087,1.497866,6,10,0.5,0.358,278.661,279.0191609725952,1.02
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,76,On what date in 1969 did Neil Armstrong first set foot on the Moon?,july 20th,"On July 20, 1969, Neil Armstrong first set foot on the Moon.","On July 20, 1969, Neil Armstrong first set foot on the Moon.",1,0.3077,0.325083,2,10,0.5,0.339,275.271,275.60995134925844,1.01
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,77,Bandar Seri Begawan International airport is in which country?,brunei,Bandar Seri Begawan International airport is located in Brunei Darussalam.,Bandar Seri Begawan International airport is located in Brunei Darussalam.,1,0.3333,-0.0,1,10,0.5,0.334,264.898,265.2316639404297,1.01
TinyLlama/TinyLlama-1.1B-Chat-v1.0,trivia_qa,en,78,What was the profession of Paul Strand (1890 - 1976)?,photographer,Paul Strand was a photographer and a pioneer of modernist photography. He was best known for his black-and-white street phot,"Paul Strand was a photographer known for his abstract and conceptual works. He was primarily a photographer, but also worked as a filmmaker",1,0.2,0.673012,2,10,0.5,0.412,283.153,283.56502712059023,1.02
